C10orf55	TNS1-AS1	AL117329.1	AC010789.1	LINC02672	LINC01537	LINC01940	AL023755.1	AC107419.1	AC011287.1	LINC01436	AC005064.1	CNTFR-AS1	UNC5B-AS1	HOXA11-AS	AC112206.2	LINC01234	PURPL	AC010343.3	LINC01605	AC091182.2	LINC02055	AP003555.1	LINC02688	AP000880.1	TBX5-AS1	RHOXF1-AS1	LINC00930	LINC01269	LINC02820	LINC01711	AC087623.2	AC010913.1	AC009159.3	FP236383.3	AC018865.2	AC092979.2	AL732437.2	condition
22	3	2	0	0	15	13	0	2	1	31	0	0	48	6	4	2	0	2	70	7	2	53	7	8	5	8	8	12	0	101	15	20	13	0	1	0	0	0
5	9	5	1	0	44	0	1	0	1	9	5	0	88	2	4	4	1	0	3	1	0	13	7	3	0	32	20	28	0	4	24	1	24	0	8	0	4	0
28	52	24	9	11	14	4	207	13	18	44	5	2	99	20	6	2	40	13	42	7	21	58	96	2	4	29	5	24	0	49	15	9	22	0	0	7	2	0
14	34	4	0	0	4	6	14	6	40	3	6	3	18	1	8	7	18	12	28	9	14	23	43	2	4	37	87	14	3	34	22	5	17	0	2	10	1	0
25	35	5	4	1	6	2	20	23	31	103	1	0	32	3	17	6	6	17	122	13	46	47	70	2	7	68	33	19	2	41	29	14	38	1	6	2	2	0
27	46	7	5	0	7	132	6	10	32	60	5	3	136	0	18	4	11	9	75	17	31	79	70	4	2	53	36	70	0	42	58	22	25	2	3	11	3	0
104	5	1	0	1	212	436	2	2	0	36	0	0	76	17	2	1	1	277	868	194	1	104	93	3	6	7	1	194	0	906	162	10	10	0	2	0	9	0
34	12	3	10	3	6	15	14	1	26	29	3	2	74	18	561	4	5	7	80	9	9	40	25	4	45	281	3	35	19	37	20	8	28	1	19	5	8	0
50	5	2	0	2	15	61	5	1	3	19	1	0	330	0	5	0	4	64	42	8	11	78	480	10	6	16	22	16	2	23	10	15	21	0	0	1	3	0
82	33	4	8	0	8	273	12	2	16	15	2	4	156	6	20	0	13	425	241	48	20	26	26	4	4	26	15	10	1	179	28	10	25	0	0	8	4	0
50	16	3	0	0	17	3	1	0	3	8	0	0	61	16	6	3	2	0	78	28	4	34	51	3	4	124	10	11	0	1338	23	8	49	0	3	0	26	0
20	22	32	2	14	77	2	22	3	27	40	13	1	142	5	12	3	7	12	16	2	21	27	28	4	3	51	73	22	1	20	70	11	37	1	2	8	2	0
6	8	0	0	1	2	4	2	0	2	1	26	1	1101	4	2	5	0	1	12	0	1	53	75	0	1	12	53	22	1	7	27	18	6	0	0	0	2	0
34	17	2	0	1	2	35	4	1	1	7	1	0	1334	5	5	0	0	3	49	4	9	72	159	5	18	1715	9	28	0	98	39	25	60	0	1	0	5	0
7	4	0	0	0	17	1	0	2	0	9	68	0	12	0	3	2	1	3	17	3	3	30	85	7	10	16	3	11	0	35	16	0	17	0	6	1	0	0
12	101	3	4	13	3	13	24	1	210	12	0	11	32	39	10	3	20	35	78	15	24	111	13	8	14	39	29	30	3	138	23	7	39	1	2	6	4	0
14	29	5	1	0	1	13	10	2	18	19	5	0	58	0	7	3	14	15	36	3	8	14	23	3	3	39	11	15	0	25	22	11	16	0	4	8	0	0
9	28	1	0	0	10	12	8	60	71	28	16	3	17	0	9	0	95	34	22	1	25	39	227	2	1	46	29	9	1	26	13	6	26	0	5	5	1	0
26	9	0	0	0	3	0	2	2	1	7	30	0	130	2	6	1	6	1	19	2	1	30	80	0	5	16	7	84	0	48	35	13	50	0	0	0	1	0
94	29	3	2	0	13	264	18	2	26	8	3	0	15	1	17	4	50	475	517	142	47	234	61	2	1	53	15	26	1	343	25	6	40	0	1	8	24	0
10	7	1	0	0	1	14	4	0	4	9	0	0	12	0	4	3	1	7	38	10	3	12	48	0	9	18	12	13	0	33	3	5	10	0	3	0	0	0
66	5	0	0	1	20	12	1	2	3	66	0	0	14	18	2	0	1	7	134	23	3	36	7	0	125	19	1	29	0	134	15	1	13	0	0	0	1	0
28	5	1	0	1	7	0	2	0	3	27	2	0	74	3	2	0	0	0	34	8	6	48	12	1	2	8	7	35	0	30	20	11	31	0	0	0	0	0
25	18	5	3	0	7	58	15	3	17	150	3	1	61	5	7	10	17	25	61	6	21	49	109	11	6	25	21	21	1	53	22	15	24	1	4	3	6	0
19	11	4	1	7	1	2	7	3	8	12	0	1	34	0	1	1	0	6	24	4	4	15	7	1	0	13	8	5	0	19	70	4	14	4	0	3	0	0
161	9	0	0	7	9	2	0	0	3	8	0	1	353	3	4	1	2	5	42	6	7	73	458	137	4	13	3	5	0	53	66	39	166	1	0	0	10	0
