C10orf55	TNS1-AS1	AL117329.1	AC010789.1	LINC02672	LINC01537	LINC01940	AL023755.1	AC107419.1	AC011287.1	LINC01436	AC005064.1	CNTFR-AS1	UNC5B-AS1	HOXA11-AS	AC112206.2	LINC01234	PURPL	AC010343.3	LINC01605	AC091182.2	LINC02055	AP003555.1	LINC02688	AP000880.1	TBX5-AS1	RHOXF1-AS1	LINC00930	LINC01269	LINC02820	LINC01711	AC087623.2	AC010913.1	AC009159.3	FP236383.3	AC018865.2	AC092979.2	AL732437.2	condition
1.5858	0.2176	0.0059	0	0	0.488	0.0143	0	0	0.0037	0.5704	0	0.0574	2.9592	0.0318	0.0156	0.0165	0.0178	0.1533	3.2074	0.6895	0.0449	5.9424	0.7234	0.1674	0.0949	0.5783	0.0321	3.8891	0	5.0483	0.8166	0.0862	1.1152	0	0	0.058	0	1
0.4081	0.3847	0	0.408	0.0289	0.1903	0.0534	0.044	0.0205	0.0035	9.652	0.0342	0	1.2527	0.1192	0.0219	0.0116	0.025	0.1004	1.5007	1.1291	0.0018	3.3639	0.4468	0.0392	0.111	2.8924	0.0802	4.0265	2.2454	2.0728	0.3821	0.0484	1.1016	0	0.1135	0	0.1582	1
0.4951	1.4939	0.0078	0.1433	0	0.1871	0.2252	0.1853	0.0096	2.9966	0.9997	0.024	0.0755	3.4268	0.1047	0.041	0.0379	0.0117	0.1008	1.8069	0.3399	0.018	1.543	0.6086	0.055	0	1.8873	0.6478	0.5438	0.1262	3.8597	2.1469	0.1133	0.9773	0.1192	0	0.3811	0	1
0.2909	2.8393	0.0136	4.7995	0	0.2984	0.8382	0.2371	0	0.3908	0.6104	0.1342	0.1054	6.9803	0	0.2433	0.0226	0.0816	0.0844	0.6605	0.1581	0.043	22.8814	1.1945	0	0.0218	2.5976	1.2972	3.0362	0.8805	1.5122	1.7479	0.3162	3.1828	0.0624	0.0445	0.532	0.0388	1
0.9646	1.2672	0.0018	0.136	0.1155	0.1268	0.3385	0.3078	0.0091	0.0933	9.1927	0	0.0955	7.2089	0.3378	0.0487	0.0359	0.4437	0.3252	5.3905	3.1185	0.0341	3.0208	2.2746	0.1045	0.1036	0.8957	0.0802	1.9617	0.3593	3.7923	1.9812	0.2581	1.4688	0	0.0151	0.5065	0.0527	1
0.1496	0.2086	0.0016	0	3.3257	0.1754	1.6934	0.1393	0.0079	0.0282	3.8438	0.2365	0	6.5333	0.5666	0.0757	0.0044	0.0192	0.0331	1.094	0.6505	0.0126	7.2774	0.5304	0.1354	0.1406	1.8491	0.1502	8.8327	6.5197	1.944	0.9783	0.0743	0.6012	0	0	0.0625	0.0228	1
0.6572	0.7074	0.0029	0	0.0602	0.3966	0	0.0229	0	0	2.5031	0.0713	0.0747	2.7484	0.0932	0.213	0.0241	0.0173	0.0598	1.915	0.5043	0.0191	3.4341	40.8604	0.3266	1.4107	1.0501	0.6059	0.9683	0	7.234	1.3273	0.3698	0.725	0.0221	0.6386	0.2262	0.0412	1
0.4486	0.1824	0	0.0822	0	0.3681	0.0431	0.0886	0	0	1.1475	0	0.0289	1.2757	0.0721	0.0706	0.0869	0.0268	0	1.1852	0.13	0.0147	2.6566	2.9688	0	0.1789	0.7823	0.2586	6.4922	0	5.363	1.0268	0.052	1.5892	0	0.0915	0	0.0319	1
0.9445	2.8805	0.0084	0.1855	0.14	0.2537	0.0324	0.0666	0	0.017	100.5699	0	0	4.3164	0.0181	0.0531	0.0187	0.0202	0.0522	2.3021	0.6844	0.0066	2.4137	11.1779	0.19	0.0942	0.4525	0.6441	7.6039	0	5.3182	1.8014	0.1955	1.0544	0	0	0	0.1439	1
0.7109	1.0007	0.002	0	0.0851	0.1122	3.6632	0	0	0.0052	0.1311	0	0	8.1642	0.0439	0.2152	0.0057	0.0245	0.0423	4.0633	3.4476	0.0108	3.8456	0.958	0.1732	0	0.6052	0.532	4.6799	0	75.4658	1.7523	0.214	2.564	0	0.0335	0	0.0583	1
0.9099	2.1192	0.0155	0.1137	0.0644	0.1273	0.0298	0.4658	0.0153	0.1794	1.6861	0.0381	0	1.9112	0.1994	0.3255	0.0258	0.0557	0.5119	3.7561	1.2588	0.0897	3.6739	0.3019	0.0873	0.099	6.9072	0.3129	5.8704	0	8.7065	1.2306	0.1798	4.3955	0.3311	0	20.4493	0	1
0.9659	1.5711	0.0096	6.0198	0.0501	0.033	0.0464	1.3931	0.1544	5.0871	7.2575	0	0.0311	3.8912	0.0776	0.1774	0.9824	0.2744	0.7471	3.7746	2.2398	0.0539	3.0983	0.2115	0.068	0.0193	2.1702	0.174	1.3441	0	3.1797	0.6632	0.14	1.4089	0	0.0788	1.6955	0.103	1
0.4918	1.9762	0.0065	0.4772	0	0.1484	1.8961	0.7373	0.1387	0.0709	1.0405	0.2134	0.0838	4.5243	0.2789	1.5252	0.06	0.1557	4.296	6.5437	1.8866	0.0855	14.9891	0.7179	0.1222	0.0173	2.9975	1.0162	3.502	0.5603	3.9844	1.258	0.2012	2.1701	0.0165	0.2301	2.0311	0.0925	1
0.3353	5.0908	0.0084	0.1024	0	0.1911	0.1342	0.265	0.0825	0.1475	1.4295	0	0.036	5.1651	0	0.4251	0.0155	0.8021	0.634	2.7684	0.81	0.0771	4.5507	0.3263	0	0	2.3989	2.074	6.6881	0	3.6795	1.1086	0.3888	5.4736	0.0213	0	0.327	0.1589	1
1.0553	2.5212	0.0066	0.1209	0.0684	0.2706	0.4434	0.2346	0.0324	1.4923	1.0544	0.0406	0	18.2871	0.1766	0.1903	0.0456	0.0986	0.1701	2.0329	0.3824	0.065	6.8353	2.2146	0.0929	0	1.681	0.4753	0.7342	0.2129	4.3424	1.0064	0.4206	3.4361	0.1509	0.0538	0.6432	1.9691	1
0.2001	1.2511	0.0168	2.4072	0.7396	0.1796	0.2342	0.1334	0.0369	4.9379	0.4199	0.0923	0.0483	0.8891	0.0201	0.1575	0.1817	0.1795	0.058	0.8261	0.5438	0.0493	3.981	0.2374	0.2113	0.0299	1.1828	0.4461	4.0725	0	2.0152	0.458	0.174	1.8765	0.2002	1.1324	0.3659	0.0533	1
0.8433	2.818	3.1718	7.7626	0.2282	0.5265	0.1585	23.5137	1.7043	20.4139	14.2434	0	0.1416	6.9074	0.4419	8.0068	1.0807	0.3289	0.8508	6.1146	3.826	0.1554	3.7997	0.107	0.4646	0.2413	2.9509	0.6341	2.9082	22.0148	9.0523	1.0909	0.1275	4.5842	0	11.4393	0.3218	0.1173	1
0.2335	1.0734	0.0255	0	0.3074	0.0553	0	0.1384	0.0331	0.0813	0.5598	0.0166	0.0694	6.8936	0	0.0989	0.0261	0.1369	0.2778	1.275	0.6246	0.0071	2.0603	0.2621	0	0.1182	0.7407	0.7085	3.4483	0	1.68	0.7809	0.1405	1.0665	0.0103	0	0.8931	0	1
2.0407	1.901	0.0333	0.204	0.0577	0.5709	0.0267	0.3958	0.0411	0.1539	4.0926	0.1369	0.1075	12.3969	1.4308	0.0584	0.0539	0.1831	0.3731	4.7784	5.0008	0.0695	2.7464	1.1374	0.3134	0.1554	2.5755	0.2005	2.7879	0	5.6889	5.7745	0.3226	1.5076	0.0212	0.0454	6.4042	0.0791	1
0.7675	2.3927	0.0574	1.1723	0	0.1312	0.2764	9.8306	0.5977	1.2862	2.0449	0.0393	0.0824	1.2125	0.1028	0.0671	0.2036	0.0574	2.9352	2.2529	1.2977	0.042	0.9468	0	0.3602	0.0255	1.1582	0.023	0.534	7.226	1.1081	1.659	0.5191	1.1995	0.0975	7.5382	0.9979	0	1
0.8337	1.3561	0	0	0.6486	0.2138	0.3503	0	0	0.0131	4.1649	0	2.7511	38.5241	0.5023	0.0273	0	0.0312	1.6659	1.8354	0.9062	0	9.2568	0.5071	0.1467	0.0416	0.8387	0.1502	2.6102	0	6.4999	1.7491	0.6041	3.2573	0	0	0	0.2222	1
0.3738	3.4457	0.646	0.9137	0.3878	0.1704	0.3291	0.2708	1.2412	0.9084	0.5976	0.1149	0.0802	3.3958	0.0667	0.2451	0.1638	0.9315	2.5703	3.292	1.2642	0.0205	2.9209	0.3032	0.5263	0	1.6715	6.8692	1.3872	0.4023	7.4483	0.9507	0.1445	2.337	0	3.2525	0.4861	0.1771	1
0.3435	0.4976	0	0	3.0734	0.2643	0.0155	0.0127	0	0.004	3.8096	0.0594	0	12.1335	0.4657	0.0338	4.3181	0	0.083	0.3545	0.1867	0.0106	3.814	3.9019	0.1814	0.0514	7.9697	0.3249	4.6603	0.2079	0.6137	1.1793	0.0933	0.5368	0.0123	0.0131	0.0628	0.1145	1
0.3863	1.8262	0.009	0.1328	0.1879	0.2477	0.087	0.2147	0.0356	0.1684	7.7583	0.2449	0	2.0597	1.707	0.114	0.005	0.1191	0.1121	1.6744	1.3647	0.0405	3.3958	3.0312	0.153	0.0722	1.1416	2.0748	0.8063	0.3507	1.4432	0.8289	0.147	2.7169	0.0138	0.0443	0.777	0.0772	1
0.2951	0.3899	0.0055	3.4478	0.1148	0.5044	0.0886	0.0437	0.0181	0.0278	7.8417	0.068	0.0712	0.6118	0.9877	0.1064	0.0102	0.011	0.0761	1.6645	0.9621	0.0242	2.4571	0.1077	0.1558	0.0735	0.8905	0.3322	2.3608	0.3572	2.0448	0.8441	0.0855	1.1528	0	0.1203	0	0.0786	1
0.1951	0.17	0.0021	0	0.0434	0.1715	0.0201	0.0661	0.0103	0	0.2673	0.0514	0	40.512	0.5149	0.0768	0	0.0125	0.0216	0.6442	0.1212	0.0027	4.7442	63.2765	0.1765	0.0333	1.5699	0.6476	0.9306	0.1349	1.5932	2.5512	0.1696	2.2646	0	0.0341	0	0.0594	1
0.8842	2.6821	0.0197	0.3942	0	0.2206	8.1933	0.1841	0.0617	0.1171	0.3438	0	0	2.973	0.0384	0.1316	0.0446	0.9325	0.4251	1.4205	0.6234	0.04	1.2383	53.1828	0.2523	0.0286	1.8512	0.2454	1.2969	0	3.0431	1.5315	0.1662	2.2409	0.041	0	0.6292	0.1529	1
0.7571	0.5172	0	6.0781	0.2356	0.497	0.0218	0.0718	0.0782	0.1199	3.8486	0.0559	0	3.7674	3.3331	0.0477	0.352	0.0272	0.0234	1.2	0	0	1.9053	13.9471	0	0.0906	17.4564	1.2765	1.7698	1.7596	7.2403	0.901	0.079	2.7449	0	1.5005	0.0886	0.3229	1
0.5624	0.5246	0	0.091	0.1544	0.4072	0.4289	0.2549	0.0366	0.2183	8.7255	0.1525	0.0319	1.9989	0	0.1562	0.0206	0.089	0.1791	3.6049	1.1506	0.15	3.5505	32.2575	0.0699	0.0396	1.7971	1.1084	1.519	0	1.7194	1.8171	0.1438	3.4121	0.4918	0	0.5807	0	1
0.2655	0.3239	0	0	0.3099	0.3404	0	0	0	0	0.7163	0.0306	0	0.4719	0.0267	0.0522	0.0344	0.0744	0.0257	0.822	0.1443	0.0131	1.7197	3.2703	0	0	0.5342	0.0717	2.4938	0.1607	1.9838	0.6836	0	0.6224	0	0.0609	0.0971	0	1
0.5075	1.5821	0.0063	4.7284	0	0.1735	0.0609	10.3934	0	11.7045	12.1011	0.26	0.0817	2.9061	0.0453	3.3833	0.5793	0.177	0.4361	1.1172	0.6129	0.7141	3.8607	2.6545	0.0595	0.0169	0.936	0.6552	2.4715	11.4669	2.4911	0.7743	0.1471	2.2911	0	20.2475	0.3299	0.1804	1
2.2288	5.6469	0.3589	5.1851	0.1067	0.5276	0.1482	10.1003	0.1644	1.8877	4.1933	0.0316	0.0993	5.7282	0.3857	3.1569	1.217	0.7228	0.4509	11.8324	5.665	0.0439	4.4416	0.4505	0.0724	0.1026	7.5888	0.1297	9.7332	11.7878	3.297	2.0404	0.4174	1.9291	0.0196	18.6262	0.2006	0.1462	1
0.4399	1.4837	0.0039	0.2134	0.2819	0.0796	0.0186	0.3834	0.1718	0.2537	1.3031	0.0955	0	0.2759	0.0416	0.3054	0.0161	0.8937	0.1401	0.7691	1.1251	0.0485	2.107	0.7933	0.2186	0.0464	0.9372	1.2726	3.1327	0	1.5467	0.7107	0.1125	0.9706	0.0148	0.1266	0.4542	0	1
0.3525	0.516	0.0013	0.0485	0	0.0723	0.2158	0.0104	0	0.01	0.7607	0.13	0.017	10.7749	0.0142	0.0347	0.0073	0.079	0.0954	1.3386	0.613	0.0035	4.4355	0.5531	0.335	0.0316	0.3369	0.1905	5.4443	0	2.7481	1.1294	0.046	0.9365	0	0.0863	0	0.1691	1
0.1501	0.5126	0.0067	0.0825	0.2335	0.1847	0.0432	0.3913	0.1218	0.1301	1.1515	0.083	0.029	7.6809	0.1206	0.2126	0.0062	2.6249	0.3714	0.9415	0.9134	0.0887	1.3329	2.0373	0.3803	0	2.6268	21.1344	5.3873	12.2071	1.0139	2.0607	0.3132	2.2514	0	0	0.0878	0.032	1
1.2798	1.2087	0.034	0.1135	0	0.2117	0.3271	0.1223	0.0914	0.0545	14.0577	0.0761	0	6.4569	0.0332	0.0975	0.0171	9.4066	1.1177	4.4308	2.154	0.0732	6.4175	1.356	0	0.1482	1.6613	0.714	4.8256	0.1999	5.6864	1.7953	0.3231	2.4518	4.9809	0.0253	7.6091	0.044	1
1.167	2.2962	0.0197	0.1035	0	0.2703	0.0542	0.4239	0.4305	0.4826	3.0692	0.1736	0.1818	6.958	0.8166	0.2222	0.0625	0.1857	0.2621	2.5484	0.982	0.2708	5.8517	1.1265	0.159	0.0225	2.1587	3.7434	10.686	0.3646	4.1089	3.1879	0.1309	2.7063	0.0861	0.0691	0.3304	0.2408	1
0.1548	1.2678	0.0265	0	0	0.0227	0.0637	0.2228	0.0816	0.9588	2.3329	0.1631	0.0214	2.515	0.1066	0.4698	0	0.0496	0.2052	0.3286	0.2884	0.17	4.0099	0.5326	0.0467	0.0265	1.1567	0.4899	1.0153	0.1071	2.241	1.8724	0.173	1.1749	0.0126	0.0541	0.9703	0.0236	1
0.4739	1.2204	0.0217	0	0.041	0.108	0.1138	0.2965	0.1554	0.1489	2.2095	0.0971	0.0254	4.2109	0.0635	0.1139	0.0055	7.734	0.3258	2.7385	0.9157	0.0078	8.282	0.7494	0.278	0.5197	0.6621	0.1707	7.6928	0.2549	3.1471	1.6268	0.0687	1.6457	0	0.161	0.7702	0	1
1.2326	0.16	0.0039	0	0.1224	0.538	0.4156	0.0311	0.029	0.0198	1.2577	0.0726	0	11.7455	0.1686	0.0103	0.0109	0.3882	0.7911	5.5426	2.2805	0.0052	7.6679	0.134	0.1108	0.2981	0.4485	0.1134	3.9412	0	5.4523	1.3205	0.0912	1.2296	0	0	0.0767	0.1957	1
0.3989	1.4597	0.0021	0	0	0.1461	0.4514	0.3377	0.0526	0.1934	5.1237	0.1839	0.1376	7.6962	0.0916	0.213	0.0118	0.2811	0.3526	3.0106	1.1148	0.2583	5.2721	1.0189	0.1203	0.1534	1.863	0.4157	1.7839	4.0005	4.4423	1.5649	0.1734	1.9591	0	0.1046	1.0835	0.0608	1
0.8027	3.023	0.0104	0	0.0543	0.0358	2.3882	0.2482	0.1674	0.1119	11.382	0.1931	0.0337	8.684	0.0841	0.1648	0.1739	0.2192	0.4589	4.1492	1.5174	0.0619	3.746	1.5794	0.1474	0.2714	1.0533	1.2826	6.9934	0	2.9025	2.0769	0.1517	1.9636	0.02	0.1068	0.6126	0.0744	1
0.2195	0.502	0	0.1509	0	1.4069	0.079	0.0163	0.0405	0.0362	3.2233	0.2277	0.2385	0.0975	0.0441	0.1403	0.0171	0.0984	0.0849	1.993	0.9542	0.0216	2.5383	1.3015	0.4635	0.0656	1.2419	0.3855	1.6032	0.2657	4.8479	1.1302	0.1193	4.4588	0	0.1007	0.1605	0.0585	1
1.9879	0.101	0.0041	0	0	0.085	0	0.2455	0.0204	0	2.1848	0.1782	0	12.2671	0.0665	0.0326	0.0115	0.0124	0.0214	1.5499	0.3601	0.0136	2.3502	1.0076	0.2915	0.0661	0.3889	2.074	1.2678	3.7432	1.7938	1.011	0.144	1.5534	0	0.3716	0	0.2061	1
0.3082	0.658	0.4359	0.9886	0.3997	0.2634	0.037	6.9263	0.0568	10.4353	75.5678	0.0947	0.0496	1.4607	1.1555	8.1854	0.048	0.1037	0.6357	3.6046	1.2283	0.1949	1.4259	1.0123	0.1627	0.0615	1.7312	1.6101	4.7175	1.2436	1.1347	1.2932	0.134	0.9633	0	0.597	0.8265	0.0548	1
0.0295	0.2158	0.0176	0.081	1.3761	0.0302	0	0.1572	0.0109	0.0389	0.0707	0	0.0569	0.943	1.9656	0	0.0306	0.476	0.0228	0.7301	0.2563	0.0087	0.3273	2.7755	0.249	0	19.4833	0.1115	1.7227	0	0.0766	0.6747	0.2051	0.0921	0	0	0.345	0	1
0.4272	2.3251	0.0098	0.9938	2.8634	0.3034	0.0237	0.4869	0.0606	5.0927	0.8668	0.303	0.0635	10.1619	0.66	0.2198	0.0068	0.2211	0.2542	1.1937	0.2857	0.0615	3.1621	1.0313	0.1388	0	1.2232	0.3552	2.0576	0.3182	2.9035	2.2563	0.4572	0.8217	0.0939	0.0201	1.3459	0.035	1
1.5218	1.4768	0.0026	0.2853	0	0.4612	1.6442	0.574	0.0383	0.2478	7.0496	0	0.0668	8.8516	0.0278	0.1497	0.0359	0.2172	0.428	14.0485	4.8121	0.0477	18.6892	0.1767	0.5113	0.1862	1.7397	0.2056	4.6202	0	10.2468	2.3748	0.5113	4.2162	0.0396	0.0635	2.0237	0.1475	1
1.1361	0.6788	0	0	0	0.5232	1.3527	0	0	0.0087	1.5568	0.0214	0	1.3186	0.8569	0.0091	0.0289	0.2392	0.4842	0.268	0.3024	0.0137	0.944	9.4095	0.049	0	47.7711	0.213	2.0326	0	6.4474	1.4859	0.4234	0.9421	0	0.0426	0	0.0989	1
1.1057	2.6268	0.0022	0.24	0.0906	0.2388	0.6497	0.2587	4.5085	0.1097	0.4884	0	0.0562	7.9639	0.1403	0.1603	0.0483	0.0783	4.0511	4.9966	2.1507	0.109	4.4154	0.5097	0.7988	0.1218	2.8687	0.5661	1.5791	0	3.4785	1.5317	0.3289	1.6371	0	0.0178	0.4256	0.031	1
0.8528	0.8403	0.0098	0.1804	0.051	0.2691	0.0945	0.3888	1.7787	0.1546	7.3931	0.0302	0.0317	1.7488	0.0264	0.0774	2.8866	6.7081	10.5283	23.7743	16.2568	1.0021	4.8557	1.5561	0.2078	0.0785	1.5838	0.2836	3.286	0	9.7171	2.7025	0.3137	1.9479	0.0375	0.0201	1.1515	0.035	1
0.3686	1.3898	0.0175	0.2764	0.0521	0.1375	0.0241	0.3773	1.3474	0.1327	0.2411	0.0618	0.0324	2.0248	0.0269	0.1318	0.1391	0.4208	0.2333	1.1065	1.3112	0.1948	3.8445	2.2256	0.2123	0.0601	1.5844	1.1047	3.6368	0	2.2641	1.1504	0.1457	1.6758	0.0383	0.123	0.3921	0	1
0.498	3.6452	0.0099	0.0913	0	0.1022	0.0717	0.6297	0.196	0.4382	1.3534	0.2756	0.0321	6.3727	0	1.6982	0.0207	0.3723	0.0257	0.9319	0.4331	0.036	3.9322	2.3749	0.2103	0.0397	2.1043	1.7225	2.079	0.9646	2.1571	2.6596	0.2598	1.0378	0	0.0203	0.9713	0.0354	1
0.2305	1.3628	0.0027	0.0488	0.0552	0.1273	0.0255	0.1997	0.0523	0.0401	0.1276	0.0654	0.0343	2.8994	0.0142	0.2233	0.0184	0.0636	0.0823	0.9662	0.2313	0.2027	2.1658	1.2296	0.1498	0.0318	0.6779	0.46	0.8883	0	2.3963	1.4205	0.1079	0.5543	0.0406	0.0108	0.2075	0	1
0.9287	1.3595	0.0185	0.0851	0.2408	0.5398	0.2007	0.4403	0.0685	0.0525	2.7465	0	0	2.9709	0	0.1462	0.045	0.3054	0.6465	4.7534	1.7497	0.1068	6.4159	0.2937	0.1307	0.2222	0.9031	0.3848	1.9383	0	4.7464	3.6842	0.3768	2.4189	0	0.0379	2.4452	0	1
0.635	1.921	0.0247	0.2095	0.1976	0.0782	0.0366	3.7482	0.1687	0.1628	14.1901	0	0.0981	2.7986	0.0816	0.0799	0.4376	0.319	0.1964	1.8032	0.4417	0.0426	1.316	2.4099	0.2682	0.0304	2.4273	0.7549	3.1807	0.123	2.8381	1.9182	0.1546	2.1434	0.0145	0.1088	0.2229	0	1
0.3514	4.8441	0.0236	0.0966	0.1094	0.5046	0.0759	0.2499	0.1037	0.0928	3.7076	0.2268	0.3394	1.4989	0.1412	0.083	0.0365	0.1103	0.3262	1.3345	1.0695	0.0762	2.4711	0.4873	0.1484	0.021	1.3434	0.2659	0.7335	0	2.6484	2.0107	0.1833	1.9771	53.0457	0.0215	23.3366	0.0749	1
0.6315	1.0856	0.8177	0.9471	0	0.2356	0	0.0681	0	3.296	0.6884	0	0	8.2649	0	0.0678	0.0238	0.103	1.1768	1.8485	2.2466	0.0226	7.6496	0.2933	0.6062	0.2748	1.1552	0.1241	1.9173	0	2.1634	2.628	0.1747	2.961	0.0328	0.0878	0.8398	0	1
0.7285	1.538	0	0.077	0.0872	1.0633	0.5449	0.0166	0.0103	0.0317	5.7778	0.0258	0.0271	10.6558	0.3376	0.0992	0.0291	0.1634	0.2817	5.4125	3.1671	0.0138	5.5995	1.227	0.71	0.0168	14.0365	0.0908	1.7544	0	58.3944	1.1542	0.1949	4.1159	0.016	0.3771	0	0	1
0.5318	0.7251	0.0094	2.8382	0.0974	0.2246	0.1127	0.5747	2.4234	0.1415	8.2511	0	0.0302	2.0014	0.1759	0.1354	0.1104	6.524	0.5807	8.5738	4.3522	0.0987	0.9262	1.2786	0.2642	0.0187	2.4546	0.4395	2.8728	0.9088	5.7718	1.2171	0.0816	4.1065	0.0358	0.0191	0.3661	0.0334	1
0.5021	0.3898	0	1.0041	0.1065	0.1873	0.0493	0.4735	0.0084	0.0129	4.1596	0.1473	0.022	3.0018	0.11	0.0539	0.8717	0.1126	0.0353	1.319	0.7939	0.009	7.3494	0.9829	0.4338	0.0137	1.6073	0.7031	5.1451	0	3.2624	1.6194	0.1985	2.0689	0	0.0838	0	0.073	1
0.5641	0.3303	0.0017	0	5.3714	0.162	0.0488	0.0401	0.0083	0.0043	0.1082	0.0208	0	5.7741	0.7432	0.0266	0.089	0.0202	0.0524	0.6333	0.0981	0.2201	1.9206	5.0391	0.0476	0.0675	1.3165	0.3536	2.2604	0.1092	2.5212	0.9295	0.1962	2.5387	0.0129	0.069	0	0.0241	1
0.394	0.2884	0.002	3.7558	0.4496	0.1886	0.0189	0.0156	0.0097	0.0099	14.4882	0.0242	0.0761	2.241	0.7176	0.0724	0.8561	1.6024	0.2438	2.4723	0.7995	0.0026	3.6945	0.6711	0.2219	0.0157	2.167	0.0994	3.9478	1.7808	3.0038	0.8417	0.1142	3.777	0	0.0161	0	0.14	1
0.8245	0.5896	0	0	0.752	0.2916	0.7167	0.0842	0.0105	0.0161	1.7043	0.0262	0	6.3662	1.5074	0.0112	0.0472	0.0128	0.022	1.1735	0.7416	0.0224	8.4175	4.9801	0.1801	0.119	0.6864	1.2445	2.1362	0	6.206	1.1061	0.173	1.4218	0	0.0174	0	0.1516	1
1.2306	1.4646	0.009	0	0.7006	0.0616	0.8431	2.0458	0.0997	0.1471	1.2235	0	0.029	5.3344	0.0965	0.0827	0.8224	3.1771	3.4824	9.6144	3.915	0.1095	3.888	0.701	0.2535	0	1.3588	0.292	5.1371	0.436	2.5741	0.9617	0.1827	1.9701	0.0172	0.2938	0.7903	0	1
0.1569	1.2633	0.0375	1.6394	0.2442	0.7082	0.1356	0.1302	0.0232	0.0828	4.515	0.1447	0.8183	0.4462	0.3025	0.1111	0.013	0.0704	0.1942	1.2954	0.6822	0.167	3.0198	0.6872	0.1325	0.0563	2.4309	0.0509	0.655	0	1.3049	2.5857	0.0819	1.5694	0	0	0.6427	0.1004	1
1.2174	2.157	0.0238	0.8767	0	0.1487	0.0835	2.577	0.0855	2.585	0.4866	0.1871	0.056	2.5758	0.2329	0.2623	0.7641	0.494	3.0492	2.2494	1.1342	0.0629	2.4675	2.5388	0.1224	0.0173	3.7326	0.8146	1.573	15.4389	4.8964	1.3268	0.1764	3.6241	0	0.5674	1.5264	0.2472	1
1.6881	1.0772	0.0583	0.0714	0	0.3463	0.0374	5.4951	0.0671	0.5043	9.6526	0	0	2.677	0.1043	1.9619	0.0323	0.0932	0.4017	10.2056	7.2265	0.0614	4.1331	0.3222	0.4388	0.2175	3.1352	0.1123	6.2879	1.509	3.712	2.2587	0.2258	2.1917	0	1.4457	0.9877	0.4707	1
0.4138	1.7817	0.0091	0.2677	0	0.5243	0.0526	0.2164	0.0718	0.0597	0.2918	0.5387	0.5407	5.1048	0.0196	0.2969	0.0101	1.5503	0.2448	0.844	0.1058	0.0432	3.1531	2.2208	0.3084	0	1.2244	0.7235	2.3371	0	1.6447	2.2841	0.254	1.9782	0	0.0298	0.9257	0.026	1
1.366	0.3735	0.0035	4.0796	1.5026	0.1449	0.2375	0.2094	0.0174	0.3064	30.1584	0.1303	0	4.3532	0.8136	0.2224	0.0293	0.1162	0.0911	4.8999	1.7408	0.0162	10.0243	0.4985	0.2487	0.2959	8.8852	0.3946	16.714	0	6.6716	1.5093	0.1638	2.7238	0	0.4755	0.0689	0.452	1
1.5156	1.6177	0.0094	2.2571	0.7861	0.1295	0.6368	2.9193	0.0466	2.9526	15.5967	0.1165	0.122	7.4071	0.3551	0.0745	0	0.1133	0.2442	1.6682	2.7455	0.1058	10.0497	3.3647	0.5334	0.0378	8.4492	1.7746	7.9083	0.6115	6.8925	1.4453	0.1098	3.1581	0.0361	0	19.7673	0	1
0.3366	0.4448	0	0	0.1309	0.0288	0	0.0332	0.0103	0.0053	0.8743	0.2586	0	3.8879	0.2028	0.011	0.0233	0.0252	0	0.5094	0.3658	0.0083	0.9342	5.8342	0.0592	0	0.2257	0.0455	1.2879	0	1.3848	1.2838	0.1951	0.3507	0	0	0	0.0299	1
0.8455	0.2691	0	0.1011	0	0.905	0.2648	0.0218	0	0.0277	12.4292	0.1017	0.0355	4.0507	0.0591	0.0289	0.0382	0	0	0.607	0.7992	0.0109	2.1769	13.2012	0.5434	0.022	0.5178	0.0993	0.4604	0.178	2.9616	1.5145	0.1918	2.413	0	0.045	0	0.1568	0
1.4696	0.2298	0	0	0.2932	0.3479	3.7727	0.0223	0	0.0213	2.9819	0	0	6.2953	0.1514	0.0297	0.0078	0.0169	1.982	19.8478	12.4515	0.0074	6.2759	0.1925	0.7162	1.623	0.3033	0	1.2584	0	23.0132	1.2074	0.0328	2.9446	0	0	0	0.0804	0
1.1526	0.8253	0.0075	3.169	0.3509	0.0514	0.0361	3.6829	0.0462	1.9179	3.0041	0	0	1.425	0.0805	0.3352	1.2846	0.2585	0.4845	3.2683	1.5251	0.0099	3.3384	0.8047	0.1058	0.0899	0.9074	0.0542	1.6735	0.1213	2.2139	1.0896	0.2179	2.2712	0.0143	2.0233	1.8325	0.187	0
0.8763	0.9503	0.2645	0.2677	0	2.63	2.3845	3.0971	0.0479	0.7588	0.3113	0	0	1.3844	0	0.1405	0.0337	0.1019	10.7196	0.6431	0.2822	0.0576	117.8418	0.1421	0.0685	0	0.5224	0.1052	13.9554	0	2.1087	1.7085	0.2258	0.6087	0.0371	0	1.5192	5.3292	0
1.6714	1.0955	0.0131	0.2058	0.3105	0.0512	0.5031	0.4731	0.0736	0.1082	3.8283	0.023	0.0241	4.9655	0.0802	0.108	0	0.1566	0.6174	4.5307	1.3015	0.0246	2.2158	0.528	0.3161	0.1045	1.3301	0.5662	3.5406	0.1208	5.3159	3.1973	0.3688	4.8342	0	0.763	1.7515	0.0798	0
